weight	weight_residue	ell_1	a_ell_1	ell_2	a_ell_2	orbit	place	e	f	kind	weight_file
90	90	2	108	19	110	1	3	1	1	rational	weight_90.json
90	90	2	77	19	120	1	4	1	1	rational	weight_90.json
90	90	2	92	19	60	1	5	1	1	rational	weight_90.json
90	90	2	48	19	120	1	6	1	1	rational	weight_90.json
90	90	2	13	19	105	1	7	1	1	rational	weight_90.json
92	92	2	9	19	40	1	1	1	1	rational	weight_92.json
92	92	2	124	19	45	1	2	1	1	rational	weight_92.json
92	92	2	21	19	55	1	3	1	1	rational	weight_92.json
92	92	2	26	19	120	1	4	1	1	rational	weight_92.json
92	92	2	16	19	115	1	5	1	1	rational	weight_92.json
92	92	2	34	19	90	1	6	1	1	rational	weight_92.json
92	92	2	76	19	20	1	7	1	1	rational	weight_92.json
94	94	2	112	19	115	1	1	1	1	rational	weight_94.json
94	94	2	32	19	110	1	2	1	1	rational	weight_94.json
94	94	2	72	19	50	1	3	1	1	rational	weight_94.json
94	94	2	63	19	65	1	4	1	1	rational	weight_94.json
94	94	2	7	19	85	1	5	1	1	rational	weight_94.json
94	94	2	18	19	60	1	6	1	1	rational	weight_94.json
94	94	2	113	19	15	1	7	1	1	rational	weight_94.json
96	96	2	69	19	75	1	1	1	1	rational	weight_96.json
96	96	2	31	19	0	1	2	1	1	rational	weight_96.json
96	96	2	6	19	50	1	3	1	1	rational	weight_96.json
96	96	2	9	19	55	1	4	1	1	rational	weight_96.json
96	96	2	16	19	5	1	5	1	1	rational	weight_96.json
96	96	2	39	19	65	1	6	1	1	rational	weight_96.json
96	96	2	84	19	80	1	7	1	1	rational	weight_96.json
96	96	2	91	19	105	1	8	1	1	rational	weight_96.json
98	98	2	22	19	110	1	1	1	1	rational	weight_98.json
98	98	2	102	19	65	1	2	1	1	rational	weight_98.json
98	98	2	28	19	60	1	3	1	1	rational	weight_98.json
98	98	2	52	19	15	1	4	1	1	rational	weight_98.json
98	98	2	47	19	10	1	5	1	1	rational	weight_98.json
98	98	2	63	19	25	1	6	1	1	rational	weight_98.json
98	98	2	53	19	35	1	7	1	1	rational	weight_98.json
100	0	2	9	19	120	1	1	1	1	rational	weight_100.json
100	0	2	84	19	20	1	2	1	1	rational	weight_100.json
100	0	2	61	19	80	1	3	1	1	rational	weight_100.json
100	0	2	66	19	95	1	4	1	1	rational	weight_100.json
100	0	2	44	19	15	1	5	1	1	rational	weight_100.json
100	0	2	6	19	40	1	6	1	1	rational	weight_100.json
100	0	2	69	19	65	1	7	1	1	rational	weight_100.json
100	0	2	16	19	70	1	8	1	1	rational	weight_100.json
102	2	2	43	19	5	1	1	1	1	rational	weight_102.json
102	2	2	32	19	80	1	2	1	1	rational	weight_102.json
102	2	2	13	19	110	1	3	1	1	rational	weight_102.json
102	2	2	7	19	55	1	4	1	1	rational	weight_102.json
102	2	2	88	19	35	1	5	1	1	rational	weight_102.json
102	2	2	122	19	20	1	6	1	1	rational	weight_102.json
102	2	2	12	19	10	1	7	1	1	rational	weight_102.json
102	2	2	18	19	30	1	8	1	1	rational	weight_102.json
104	4	2	9	19	110	1	1	1	1	rational	weight_104.json
104	4	2	4	19	100	1	2	1	1	rational	weight_104.json
104	4	2	41	19	10	1	3	1	1	rational	weight_104.json
104	4	2	49	19	65	1	4	1	1	rational	weight_104.json
104	4	2	121	19	100	1	5	1	1	rational	weight_104.json
104	4	2	99	19	40	1	6	1	1	rational	weight_104.json
104	4	2	51	19	115	1	7	1	1	rational	weight_104.json
104	4	2	66	19	85	1	8	1	1	rational	weight_104.json
106	6	2	67	19	75	1	1	1	1	rational	weight_106.json
106	6	2	2	19	60	1	2	1	1	rational	weight_106.json
106	6	2	63	19	45	1	3	1	1	rational	weight_106.json
106	6	2	12	19	120	1	4	1	1	rational	weight_106.json
106	6	2	38	19	70	1	5	1	1	rational	weight_106.json
106	6	2	117	19	0	1	6	1	1	rational	weight_106.json
106	6	2	33	19	100	1	7	1	1	rational	weight_106.json
106	6	2	123	19	60	1	8	1	1	rational	weight_106.json
108	8	2	34	19	75	1	1	1	1	rational	weight_108.json
108	8	2	4	19	115	1	2	1	1	rational	weight_108.json
108	8	2	64	19	35	1	3	1	1	rational	weight_108.json
108	8	2	91	19	75	1	4	1	1	rational	weight_108.json
108	8	2	96	19	40	1	5	1	1	rational	weight_108.json
108	8	2	21	19	65	1	6	1	1	rational	weight_108.json
108	8	2	89	19	85	1	7	1	1	rational	weight_108.json
108	8	2	111	19	60	1	8	1	2	rational	weight_108.json
110	10	2	33	19	110	1	1	1	1	rational	weight_110.json
110	10	2	2	19	95	1	2	1	1	rational	weight_110.json
110	10	2	62	19	105	1	3	1	1	rational	weight_110.json
110	10	2	108	19	35	1	4	1	1	rational	weight_110.json
110	10	2	13	19	30	1	5	1	1	rational	weight_110.json
110	10	2	123	19	95	1	6	1	1	rational	weight_110.json
110	10	2	117	19	10	1	7	1	2	rational	weight_110.json
112	12	2	49	19	95	1	1	1	1	rational	weight_112.json
112	12	2	54	19	30	1	2	1	1	rational	weight_112.json
112	12	2	41	19	15	1	3	1	1	rational	weight_112.json
112	12	2	101	19	45	1	4	1	1	rational	weight_112.json
112	12	2	71	19	30	1	5	1	1	rational	weight_112.json
112	12	2	101	19	45	1	6	1	1	rational	weight_112.json
112	12	2	16	19	65	1	7	1	1	rational	weight_112.json
112	12	2	34	19	40	1	8	1	2	rational	weight_112.json
114	14	2	87	19	15	1	1	1	1	rational	weight_114.json
114	14	2	107	19	110	1	2	1	1	rational	weight_114.json
114	14	2	97	19	0	1	3	1	1	rational	weight_114.json
114	14	2	37	19	90	1	4	1	1	rational	weight_114.json
114	14	2	28	19	0	1	5	1	1	rational	weight_114.json
114	14	2	63	19	115	1	6	2	1	rational	weight_114.json
114	14	2	68	19	60	1	7	1	1	rational	weight_114.json
114	14	2	107	19	110	1	8	1	1	rational	weight_114.json
116	16	2	9	19	5	1	1	1	1	rational	weight_116.json
116	16	2	56	19	25	1	2	1	1	rational	weight_116.json
116	16	2	9	19	5	1	3	1	1	rational	weight_116.json
116	16	2	91	19	55	1	4	1	1	rational	weight_116.json
116	16	2	56	19	25	1	5	1	1	rational	weight_116.json
116	16	2	91	19	55	1	6	1	1	rational	weight_116.json
116	16	2	61	19	65	1	7	1	1	rational	weight_116.json
116	16	2	64	19	65	1	8	1	1	rational	weight_116.json
116	16	2	19	19	50	1	9	1	1	rational	weight_116.json
118	18	2	103	19	35	1	1	1	1	rational	weight_118.json
118	18	2	63	19	75	1	2	1	1	rational	weight_118.json
118	18	2	73	19	65	1	3	1	1	rational	weight_118.json
118	18	2	62	19	75	1	4	1	1	rational	weight_118.json
118	18	2	97	19	110	1	5	1	1	rational	weight_118.json
118	18	2	97	19	110	1	6	1	1	rational	weight_118.json
118	18	2	103	19	35	1	7	1	1	rational	weight_118.json
118	18	2	77	19	90	1	8	1	2	rational	weight_118.json
120	20	2	86	19	105	1	1	1	1	rational	weight_120.json
120	20	2	94	19	65	1	2	2	1	rational	weight_120.json
120	20	2	66	19	45	1	3	1	1	rational	weight_120.json
120	20	2	39	19	105	1	4	1	1	rational	weight_120.json
120	20	2	81	19	90	1	5	1	1	rational	weight_120.json
120	20	2	66	19	45	1	6	1	1	rational	weight_120.json
120	20	2	84	19	95	1	7	1	1	rational	weight_120.json
120	20	2	84	19	95	1	8	1	1	rational	weight_120.json
120	20	2	81	19	90	1	9	1	1	rational	weight_120.json
122	22	2	87	19	10	1	1	1	1	rational	weight_122.json
122	22	2	87	19	10	1	2	1	1	rational	weight_122.json
122	22	2	57	19	30	1	3	1	1	rational	weight_122.json
122	22	2	118	19	105	1	4	1	1	rational	weight_122.json
122	22	2	57	19	30	1	5	1	1	rational	weight_122.json
122	22	2	13	19	35	1	6	2	1	rational	weight_122.json
122	22	2	118	19	105	1	7	1	1	rational	weight_122.json
122	22	2	97	19	45	1	8	1	1	rational	weight_122.json
124	24	2	9	19	60	1	1	1	1	rational	weight_124.json
124	24	2	101	19	90	1	2	1	1	rational	weight_124.json
124	24	2	124	19	40	1	3	1	1	rational	weight_124.json
124	24	2	71	19	25	1	4	1	1	rational	weight_124.json
124	24	2	9	19	60	1	5	1	1	rational	weight_124.json
124	24	2	124	19	40	1	6	1	1	rational	weight_124.json
124	24	2	101	19	90	1	7	1	1	rational	weight_124.json
124	24	2	54	19	25	1	8	1	1	rational	weight_124.json
124	24	2	66	19	35	1	9	1	2	rational	weight_124.json
126	26	2	38	19	120	1	1	1	1	rational	weight_126.json
126	26	2	108	19	75	1	2	1	1	rational	weight_126.json
126	26	2	42	19	100	1	3	1	1	rational	weight_126.json
126	26	2	42	19	100	1	4	1	1	rational	weight_126.json
126	26	2	37	19	70	1	5	1	1	rational	weight_126.json
126	26	2	108	19	75	1	6	1	1	rational	weight_126.json
126	26	2	37	19	70	1	7	1	1	rational	weight_126.json
126	26	2	77	19	60	1	8	1	1	rational	weight_126.json
126	26	2	38	19	120	1	9	1	1	rational	weight_126.json
126	26	2	48	19	60	1	10	1	1	rational	weight_126.json
128	28	2	34	19	25	1	1	1	1	rational	weight_128.json
128	28	2	91	19	25	1	2	1	1	rational	weight_128.json
128	28	2	29	19	115	1	3	1	1	rational	weight_128.json
128	28	2	61	19	110	1	4	1	1	rational	weight_128.json
128	28	2	121	19	65	1	5	1	1	rational	weight_128.json
128	28	2	121	19	65	1	6	1	1	rational	weight_128.json
128	28	2	36	19	35	1	7	1	1	rational	weight_128.json
128	28	2	29	19	115	1	8	1	1	rational	weight_128.json
128	28	2	14	19	10	1	9	1	2	rational	weight_128.json
130	30	2	13	19	80	1	1	1	1	rational	weight_130.json
130	30	2	13	19	80	1	2	1	1	rational	weight_130.json
130	30	2	83	19	110	1	3	2	1	rational	weight_130.json
130	30	2	73	19	70	1	4	1	1	rational	weight_130.json
130	30	2	67	19	10	1	5	1	1	rational	weight_130.json
130	30	2	37	19	5	1	6	1	1	rational	weight_130.json
130	30	2	17	19	85	1	7	1	1	rational	weight_130.json
130	30	2	52	19	70	1	8	1	1	rational	weight_130.json
130	30	2	37	19	5	1	9	1	1	rational	weight_130.json
132	32	2	99	19	20	1	1	1	1	rational	weight_132.json
132	32	2	121	19	5	1	2	1	1	rational	weight_132.json
132	32	2	4	19	5	1	3	1	1	rational	weight_132.json
132	32	2	59	19	40	1	4	1	1	rational	weight_132.json
132	32	2	1	19	70	1	5	1	1	rational	weight_132.json
132	32	2	16	19	15	1	6	2	1	rational	weight_132.json
132	32	2	34	19	115	1	7	1	1	rational	weight_132.json
132	32	2	51	19	95	1	8	1	1	rational	weight_132.json
132	32	2	99	19	20	1	9	1	1	rational	weight_132.json
132	32	2	1	19	70	1	10	1	1	rational	weight_132.json
134	34	2	118	19	60	1	1	1	1	rational	weight_134.json
134	34	2	63	19	40	1	2	1	1	rational	weight_134.json
134	34	2	13	19	90	1	3	1	1	rational	weight_134.json
134	34	2	118	19	60	1	4	1	1	rational	weight_134.json
134	34	2	82	19	10	1	5	1	1	rational	weight_134.json
134	34	2	3	19	75	1	6	1	1	rational	weight_134.json
134	34	2	122	19	75	1	7	1	1	rational	weight_134.json
134	34	2	57	19	110	1	8	1	1	rational	weight_134.json
134	34	2	87	19	65	1	9	1	2	rational	weight_134.json
136	36	2	9	19	80	1	1	1	1	rational	weight_136.json
136	36	2	91	19	5	1	2	1	1	rational	weight_136.json
136	36	2	91	19	5	1	3	1	1	rational	weight_136.json
136	36	2	41	19	105	1	4	1	1	rational	weight_136.json
136	36	2	59	19	55	1	5	1	1	rational	weight_136.json
136	36	2	106	19	0	1	6	1	1	rational	weight_136.json
136	36	2	36	19	65	1	7	1	1	rational	weight_136.json
136	36	2	94	19	25	1	8	1	1	rational	weight_136.json
136	36	2	94	19	25	1	9	1	1	rational	weight_136.json
136	36	2	89	19	65	1	10	1	1	rational	weight_136.json
136	36	2	81	19	50	1	11	1	1	rational	weight_136.json
138	38	2	52	19	115	1	1	1	1	rational	weight_138.json
138	38	2	22	19	85	1	2	1	1	rational	weight_138.json
138	38	2	53	19	10	1	3	1	1	rational	weight_138.json
138	38	2	62	19	0	1	4	1	1	rational	weight_138.json
138	38	2	28	19	35	1	5	1	1	rational	weight_138.json
138	38	2	63	19	0	1	6	1	1	rational	weight_138.json
138	38	2	48	19	15	1	7	2	1	rational	weight_138.json
138	38	2	47	19	110	1	8	1	1	rational	weight_138.json
138	38	2	22	19	85	1	9	1	1	rational	weight_138.json
138	38	2	102	19	40	1	10	1	1	rational	weight_138.json
140	40	2	119	19	65	1	1	1	1	rational	weight_140.json
140	40	2	84	19	45	1	2	1	1	rational	weight_140.json
140	40	2	111	19	5	1	3	1	1	rational	weight_140.json
140	40	2	14	19	5	1	4	1	1	rational	weight_140.json
140	40	2	19	19	115	1	5	1	1	rational	weight_140.json
140	40	2	66	19	120	1	6	1	1	rational	weight_140.json
140	40	2	116	19	20	1	7	1	1	rational	weight_140.json
140	40	2	34	19	70	1	8	1	1	rational	weight_140.json
140	40	2	31	19	15	1	9	1	1	rational	weight_140.json
140	40	2	56	19	90	1	10	1	2	rational	weight_140.json
142	42	2	13	19	85	1	1	1	1	rational	weight_142.json
142	42	2	68	19	80	1	2	1	1	rational	weight_142.json
142	42	2	63	19	35	1	3	1	1	rational	weight_142.json
142	42	2	72	19	70	1	4	1	1	rational	weight_142.json
142	42	2	37	19	10	1	5	1	1	rational	weight_142.json
142	42	2	93	19	55	1	6	1	1	rational	weight_142.json
142	42	2	82	19	105	1	7	1	1	rational	weight_142.json
142	42	2	107	19	5	1	8	1	1	rational	weight_142.json
142	42	2	53	19	70	1	9	1	1	rational	weight_142.json
142	42	2	87	19	60	1	10	1	2	rational	weight_142.json
144	44	2	66	19	110	1	1	1	1	rational	weight_144.json
144	44	2	109	19	85	1	2	1	1	rational	weight_144.json
144	44	2	21	19	75	1	3	1	1	rational	weight_144.json
144	44	2	21	19	75	1	4	1	1	rational	weight_144.json
144	44	2	24	19	40	1	5	1	1	rational	weight_144.json
144	44	2	91	19	60	1	6	1	1	rational	weight_144.json
144	44	2	104	19	75	1	7	1	1	rational	weight_144.json
144	44	2	109	19	85	1	8	1	1	rational	weight_144.json
144	44	2	26	19	65	1	9	1	1	rational	weight_144.json
144	44	2	76	19	90	1	10	1	1	rational	weight_144.json
144	44	2	74	19	15	1	11	1	1	rational	weight_144.json
144	44	2	9	19	10	1	12	1	1	rational	weight_144.json
146	46	2	98	19	60	1	1	1	1	rational	weight_146.json
146	46	2	17	19	0	1	2	1	1	rational	weight_146.json
146	46	2	38	19	45	1	3	1	1	rational	weight_146.json
146	46	2	13	19	70	1	4	1	1	rational	weight_146.json
146	46	2	27	19	60	1	5	1	1	rational	weight_146.json
146	46	2	62	19	20	1	6	1	1	rational	weight_146.json
146	46	2	37	19	120	1	7	1	1	rational	weight_146.json
146	46	2	58	19	50	1	8	1	1	rational	weight_146.json
146	46	2	92	19	75	1	9	1	1	rational	weight_146.json
146	46	2	8	19	100	1	10	1	1	rational	weight_146.json
146	46	2	27	19	60	1	11	1	1	rational	weight_146.json
148	48	2	21	19	90	1	1	1	1	rational	weight_148.json
148	48	2	96	19	65	1	2	1	1	rational	weight_148.json
148	48	2	4	19	15	1	3	1	1	rational	weight_148.json
148	48	2	34	19	100	1	4	1	1	rational	weight_148.json
148	48	2	86	19	10	1	5	1	1	rational	weight_148.json
148	48	2	54	19	115	1	6	1	1	rational	weight_148.json
148	48	2	89	19	110	1	7	1	1	rational	weight_148.json
148	48	2	111	19	85	1	8	1	1	rational	weight_148.json
148	48	2	64	19	60	1	9	1	1	rational	weight_148.json
148	48	2	91	19	100	1	10	1	1	rational	weight_148.json
148	48	2	11	19	35	1	11	1	1	rational	weight_148.json
148	48	2	34	19	100	1	12	1	1	rational	weight_148.json
150	50	2	102	19	45	1	1	1	1	rational	weight_150.json
150	50	2	17	19	10	1	2	1	1	rational	weight_150.json
150	50	2	37	19	55	1	3	1	1	rational	weight_150.json
150	50	2	42	19	35	1	4	1	1	rational	weight_150.json
150	50	2	92	19	85	1	5	1	1	rational	weight_150.json
150	50	2	23	19	45	1	6	1	1	rational	weight_150.json
150	50	2	23	19	45	1	7	1	1	rational	weight_150.json
150	50	2	58	19	60	1	8	1	1	rational	weight_150.json
150	50	2	38	19	105	1	9	1	1	rational	weight_150.json
150	50	2	13	19	5	1	10	1	1	rational	weight_150.json
150	50	2	12	19	30	1	11	1	1	rational	weight_150.json
150	50	2	8	19	110	1	12	1	1	rational	weight_150.json
152	52	2	24	19	70	1	1	1	1	rational	weight_152.json
152	52	2	59	19	115	1	2	1	1	rational	weight_152.json
152	52	2	79	19	105	1	3	1	1	rational	weight_152.json
152	52	2	116	19	15	1	4	1	1	rational	weight_152.json
152	52	2	16	19	90	1	5	1	1	rational	weight_152.json
152	52	2	26	19	95	1	6	1	1	rational	weight_152.json
152	52	2	46	19	105	1	7	1	1	rational	weight_152.json
152	52	2	1	19	20	1	8	1	1	rational	weight_152.json
152	52	2	76	19	120	1	9	1	1	rational	weight_152.json
152	52	2	74	19	45	1	10	1	1	rational	weight_152.json
152	52	2	84	19	40	1	11	1	1	rational	weight_152.json
152	52	2	34	19	65	1	12	1	1	rational	weight_152.json
154	54	2	22	19	25	1	1	1	1	rational	weight_154.json
154	54	2	18	19	85	1	2	1	1	rational	weight_154.json
154	54	2	7	19	110	1	3	1	1	rational	weight_154.json
154	54	2	88	19	65	1	4	1	1	rational	weight_154.json
154	54	2	57	19	35	1	5	1	1	rational	weight_154.json
154	54	2	12	19	40	1	6	1	1	rational	weight_154.json
154	54	2	103	19	25	1	7	1	1	rational	weight_154.json
154	54	2	43	19	60	1	8	1	1	rational	weight_154.json
154	54	2	87	19	115	1	9	1	1	rational	weight_154.json
154	54	2	13	19	15	1	10	1	1	rational	weight_154.json
154	54	2	32	19	10	1	11	1	1	rational	weight_154.json
154	54	2	63	19	90	1	12	1	1	rational	weight_154.json
156	56	2	109	19	105	1	1	1	1	rational	weight_156.json
156	56	2	31	19	100	1	2	1	1	rational	weight_156.json
156	56	2	59	19	5	1	3	1	1	rational	weight_156.json
156	56	2	41	19	55	1	4	1	1	rational	weight_156.json
156	56	2	114	19	65	1	5	1	1	rational	weight_156.json
156	56	2	106	19	75	1	6	1	1	rational	weight_156.json
156	56	2	6	19	25	1	7	1	1	rational	weight_156.json
156	56	2	11	19	65	1	8	1	1	rational	weight_156.json
156	56	2	44	19	0	1	9	1	1	rational	weight_156.json
156	56	2	69	19	50	1	10	1	1	rational	weight_156.json
156	56	2	9	19	30	1	11	1	1	rational	weight_156.json
156	56	2	91	19	80	1	12	1	1	rational	weight_156.json
156	56	2	116	19	30	1	13	1	1	rational	weight_156.json
158	58	2	3	19	110	1	1	1	1	rational	weight_158.json
158	58	2	27	19	15	1	2	1	1	rational	weight_158.json
158	58	2	23	19	90	1	3	1	1	rational	weight_158.json
158	58	2	73	19	40	1	4	1	1	rational	weight_158.json
158	58	2	62	19	50	1	5	1	1	rational	weight_158.json
158	58	2	97	19	85	1	6	1	1	rational	weight_158.json
158	58	2	122	19	110	1	7	1	1	rational	weight_158.json
158	58	2	72	19	60	1	8	1	1	rational	weight_158.json
158	58	2	78	19	35	1	9	1	1	rational	weight_158.json
