weight	weight_residue	ell_1	a_ell_1	ell_2	a_ell_2	orbit	place	e	f	kind	weight_file
120	120	2	57	7	185	1	7	1	1	rational	weight_120.json
120	120	2	159	7	104	1	8	1	1	rational	weight_120.json
120	120	2	159	7	104	1	9	1	1	rational	weight_120.json
120	120	2	138	7	185	1	10	1	1	rational	weight_120.json
122	122	2	69	7	26	1	1	1	1	rational	weight_122.json
122	122	2	174	7	26	1	2	1	1	rational	weight_122.json
122	122	2	39	7	188	1	3	1	1	rational	weight_122.json
122	122	2	150	7	26	1	4	1	1	rational	weight_122.json
122	122	2	204	7	188	1	5	1	1	rational	weight_122.json
122	122	2	150	7	26	1	6	1	1	rational	weight_122.json
122	122	2	231	7	26	1	7	1	1	rational	weight_122.json
122	122	2	39	7	188	1	8	1	1	rational	weight_122.json
122	122	2	12	7	26	1	9	1	1	rational	weight_122.json
124	124	2	0	7	173	1	1	1	1	rational	weight_124.json
124	124	2	135	7	173	1	2	1	1	rational	weight_124.json
124	124	2	189	7	173	1	3	1	1	rational	weight_124.json
124	124	2	54	7	173	1	4	1	1	rational	weight_124.json
124	124	2	126	7	11	1	5	1	1	rational	weight_124.json
124	124	2	180	7	11	1	6	1	1	rational	weight_124.json
124	124	2	63	7	11	1	7	1	1	rational	weight_124.json
124	124	2	117	7	11	1	8	1	1	rational	weight_124.json
124	124	2	weight_124.json#orbit=1,place=9,coordinate=0	7	weight_124.json#orbit=1,place=9,coordinate=1	1	9	1	2	algebraic	weight_124.json
126	126	2	123	7	86	1	1	1	1	rational	weight_126.json
126	126	2	177	7	5	1	2	1	1	rational	weight_126.json
126	126	2	39	7	86	1	3	1	1	rational	weight_126.json
126	126	2	66	7	5	1	4	1	1	rational	weight_126.json
126	126	2	42	7	86	1	5	1	1	rational	weight_126.json
126	126	2	66	7	5	1	6	1	1	rational	weight_126.json
126	126	2	120	7	86	1	7	1	1	rational	weight_126.json
126	126	2	42	7	86	1	8	1	1	rational	weight_126.json
126	126	2	204	7	86	1	9	1	1	rational	weight_126.json
126	126	2	120	7	86	1	10	1	1	rational	weight_126.json
128	128	2	132	7	35	1	1	1	1	rational	weight_128.json
128	128	2	24	7	197	1	2	1	1	rational	weight_128.json
128	128	2	213	7	35	1	3	1	1	rational	weight_128.json
128	128	2	24	7	197	1	4	1	1	rational	weight_128.json
128	128	2	132	7	35	1	5	1	1	rational	weight_128.json
128	128	2	192	7	35	1	6	1	1	rational	weight_128.json
128	128	2	192	7	35	1	7	1	1	rational	weight_128.json
128	128	2	111	7	35	1	8	1	1	rational	weight_128.json
128	128	2	30	7	35	1	9	1	1	rational	weight_128.json
128	128	2	219	7	197	1	10	1	1	rational	weight_128.json
130	130	2	0	7	47	1	1	1	1	rational	weight_130.json
130	130	2	189	7	47	1	2	1	1	rational	weight_130.json
130	130	2	108	7	47	1	3	1	1	rational	weight_130.json
130	130	2	225	7	128	1	4	1	1	rational	weight_130.json
130	130	2	36	7	128	1	5	1	1	rational	weight_130.json
130	130	2	117	7	128	1	6	1	1	rational	weight_130.json
130	130	2	18	7	128	1	7	1	1	rational	weight_130.json
130	130	2	207	7	128	1	8	1	1	rational	weight_130.json
130	130	2	weight_130.json#orbit=1,place=9,coordinate=0	7	weight_130.json#orbit=1,place=9,coordinate=1	1	9	1	2	algebraic	weight_130.json
132	132	2	237	7	149	1	1	1	1	rational	weight_132.json
132	132	2	156	7	149	1	2	1	1	rational	weight_132.json
132	132	2	102	7	68	1	3	1	1	rational	weight_132.json
132	132	2	141	7	68	1	4	1	1	rational	weight_132.json
132	132	2	75	7	149	1	5	1	1	rational	weight_132.json
132	132	2	87	7	149	1	6	1	1	rational	weight_132.json
132	132	2	141	7	68	1	7	1	1	rational	weight_132.json
132	132	2	75	7	149	1	8	1	1	rational	weight_132.json
132	132	2	6	7	149	1	9	1	1	rational	weight_132.json
132	132	2	6	7	149	1	10	1	1	rational	weight_132.json
132	132	2	102	7	68	1	11	1	1	rational	weight_132.json
134	134	2	129	7	125	1	1	1	1	rational	weight_134.json
134	134	2	183	7	206	1	2	1	1	rational	weight_134.json
134	134	2	129	7	125	1	3	1	1	rational	weight_134.json
134	134	2	114	7	125	1	4	1	1	rational	weight_134.json
134	134	2	141	7	206	1	5	1	1	rational	weight_134.json
134	134	2	114	7	125	1	6	1	1	rational	weight_134.json
134	134	2	102	7	206	1	7	1	1	rational	weight_134.json
134	134	2	222	7	206	1	8	1	1	rational	weight_134.json
134	134	2	183	7	206	1	9	1	1	rational	weight_134.json
134	134	2	222	7	206	1	10	1	1	rational	weight_134.json
136	136	2	0	7	83	1	1	1	1	rational	weight_136.json
136	136	2	54	7	83	1	2	1	1	rational	weight_136.json
136	136	2	135	7	83	1	3	1	1	rational	weight_136.json
136	136	2	36	7	164	1	4	1	1	rational	weight_136.json
136	136	2	225	7	164	1	5	1	1	rational	weight_136.json
136	136	2	weight_136.json#orbit=1,place=6,coordinate=0	7	weight_136.json#orbit=1,place=6,coordinate=1	1	6	1	2	algebraic	weight_136.json
136	136	2	weight_136.json#orbit=1,place=7,coordinate=0	7	weight_136.json#orbit=1,place=7,coordinate=1	1	7	1	2	algebraic	weight_136.json
136	136	2	weight_136.json#orbit=1,place=8,coordinate=0	7	weight_136.json#orbit=1,place=8,coordinate=1	1	8	1	2	algebraic	weight_136.json
138	138	2	165	7	131	1	1	1	1	rational	weight_138.json
138	138	2	51	7	50	1	2	1	1	rational	weight_138.json
138	138	2	159	7	131	1	3	1	1	rational	weight_138.json
138	138	2	84	7	131	1	4	1	1	rational	weight_138.json
138	138	2	165	7	131	1	5	1	1	rational	weight_138.json
138	138	2	192	7	50	1	6	1	1	rational	weight_138.json
138	138	2	84	7	131	1	7	1	1	rational	weight_138.json
138	138	2	51	7	50	1	8	1	1	rational	weight_138.json
138	138	2	240	7	131	1	9	1	1	rational	weight_138.json
138	138	2	240	7	131	1	10	1	1	rational	weight_138.json
138	138	2	192	7	50	1	11	1	1	rational	weight_138.json
140	140	2	66	7	53	1	1	1	1	rational	weight_140.json
140	140	2	96	7	53	1	2	1	1	rational	weight_140.json
140	140	2	15	7	53	1	3	1	1	rational	weight_140.json
140	140	2	231	7	215	1	4	1	1	rational	weight_140.json
140	140	2	147	7	53	1	5	1	1	rational	weight_140.json
140	140	2	12	7	215	1	6	1	1	rational	weight_140.json
140	140	2	66	7	53	1	7	1	1	rational	weight_140.json
140	140	2	12	7	215	1	8	1	1	rational	weight_140.json
140	140	2	231	7	215	1	9	1	1	rational	weight_140.json
140	140	2	96	7	53	1	10	1	1	rational	weight_140.json
140	140	2	15	7	53	1	11	1	1	rational	weight_140.json
142	142	2	0	7	38	1	1	1	1	rational	weight_142.json
142	142	2	81	7	38	1	2	1	1	rational	weight_142.json
142	142	2	108	7	38	1	3	1	1	rational	weight_142.json
142	142	2	189	7	38	1	4	1	1	rational	weight_142.json
142	142	2	180	7	119	1	5	1	1	rational	weight_142.json
142	142	2	225	7	119	1	6	1	1	rational	weight_142.json
142	142	2	198	7	119	1	7	1	1	rational	weight_142.json
142	142	2	117	7	119	1	8	1	1	rational	weight_142.json
142	142	2	63	7	119	1	9	1	1	rational	weight_142.json
142	142	2	weight_142.json#orbit=1,place=10,coordinate=0	7	weight_142.json#orbit=1,place=10,coordinate=1	1	10	1	2	algebraic	weight_142.json
144	144	2	150	7	194	1	1	1	1	rational	weight_144.json
144	144	2	228	7	32	1	2	1	1	rational	weight_144.json
144	144	2	228	7	32	1	3	1	1	rational	weight_144.json
144	144	2	66	7	32	1	4	1	1	rational	weight_144.json
144	144	2	93	7	194	1	5	1	1	rational	weight_144.json
144	144	2	66	7	32	1	6	1	1	rational	weight_144.json
144	144	2	93	7	194	1	7	1	1	rational	weight_144.json
144	144	2	96	7	32	1	8	1	1	rational	weight_144.json
144	144	2	150	7	194	1	9	1	1	rational	weight_144.json
144	144	2	177	7	32	1	10	1	1	rational	weight_144.json
144	144	2	96	7	32	1	11	1	1	rational	weight_144.json
144	144	2	177	7	32	1	12	1	1	rational	weight_144.json
146	146	2	3	7	62	1	1	1	1	rational	weight_146.json
146	146	2	3	7	62	1	2	1	1	rational	weight_146.json
146	146	2	78	7	62	1	3	1	1	rational	weight_146.json
146	146	2	165	7	62	1	4	1	1	rational	weight_146.json
146	146	2	159	7	62	1	5	1	1	rational	weight_146.json
146	146	2	132	7	224	1	6	1	1	rational	weight_146.json
146	146	2	111	7	224	1	7	1	1	rational	weight_146.json
146	146	2	78	7	62	1	8	1	1	rational	weight_146.json
146	146	2	132	7	224	1	9	1	1	rational	weight_146.json
146	146	2	159	7	62	1	10	1	1	rational	weight_146.json
146	146	2	165	7	62	1	11	1	1	rational	weight_146.json
148	148	2	0	7	155	1	1	1	1	rational	weight_148.json
148	148	2	162	7	155	1	2	1	1	rational	weight_148.json
148	148	2	54	7	155	1	3	1	1	rational	weight_148.json
148	148	2	135	7	155	1	4	1	1	rational	weight_148.json
148	148	2	126	7	236	1	5	1	1	rational	weight_148.json
148	148	2	225	7	236	1	6	1	1	rational	weight_148.json
148	148	2	99	7	236	1	7	1	1	rational	weight_148.json
148	148	2	18	7	236	1	8	1	1	rational	weight_148.json
148	148	2	63	7	236	1	9	1	1	rational	weight_148.json
148	148	2	207	7	236	1	10	1	1	rational	weight_148.json
148	148	2	weight_148.json#orbit=1,place=11,coordinate=0	7	weight_148.json#orbit=1,place=11,coordinate=1	1	11	1	2	algebraic	weight_148.json
150	150	2	222	7	95	1	1	1	1	rational	weight_150.json
150	150	2	48	7	14	1	2	1	1	rational	weight_150.json
150	150	2	195	7	14	1	3	1	1	rational	weight_150.json
150	150	2	183	7	95	1	4	1	1	rational	weight_150.json
150	150	2	48	7	14	1	5	1	1	rational	weight_150.json
150	150	2	183	7	95	1	6	1	1	rational	weight_150.json
150	150	2	102	7	95	1	7	1	1	rational	weight_150.json
150	150	2	222	7	95	1	8	1	1	rational	weight_150.json
150	150	2	141	7	95	1	9	1	1	rational	weight_150.json
150	150	2	195	7	14	1	10	1	1	rational	weight_150.json
150	150	2	102	7	95	1	11	1	1	rational	weight_150.json
150	150	2	141	7	95	1	12	1	1	rational	weight_150.json
152	152	2	60	7	152	1	1	1	1	rational	weight_152.json
152	152	2	6	7	233	1	2	1	1	rational	weight_152.json
152	152	2	75	7	233	1	3	1	1	rational	weight_152.json
152	152	2	156	7	233	1	4	1	1	rational	weight_152.json
152	152	2	183	7	152	1	5	1	1	rational	weight_152.json
152	152	2	60	7	152	1	6	1	1	rational	weight_152.json
152	152	2	87	7	233	1	7	1	1	rational	weight_152.json
152	152	2	87	7	233	1	8	1	1	rational	weight_152.json
152	152	2	75	7	233	1	9	1	1	rational	weight_152.json
152	152	2	183	7	152	1	10	1	1	rational	weight_152.json
152	152	2	156	7	233	1	11	1	1	rational	weight_152.json
152	152	2	6	7	233	1	12	1	1	rational	weight_152.json
154	154	2	0	7	191	1	1	1	1	rational	weight_154.json
154	154	2	81	7	191	1	2	1	1	rational	weight_154.json
154	154	2	189	7	191	1	3	1	1	rational	weight_154.json
154	154	2	108	7	191	1	4	1	1	rational	weight_154.json
154	154	2	207	7	29	1	5	1	1	rational	weight_154.json
154	154	2	18	7	29	1	6	1	1	rational	weight_154.json
154	154	2	weight_154.json#orbit=1,place=7,coordinate=0	7	weight_154.json#orbit=1,place=7,coordinate=1	1	7	1	2	algebraic	weight_154.json
