weight	weight_residue	ell_1	a_ell_1	ell_2	a_ell_2	orbit	place	e	f	kind	weight_file
62	62	3	276	5	470	1	2	1	2	rational	weight_62.json
64	64	3	44	5	462	1	1	1	1	rational	weight_64.json
64	64	3	428	5	462	1	2	1	1	rational	weight_64.json
64	64	3	44	5	462	1	3	1	1	rational	weight_64.json
64	64	3	428	5	462	1	4	1	1	rational	weight_64.json
64	64	3	44	5	462	1	5	1	1	rational	weight_64.json
66	66	3	260	5	262	1	1	1	1	rational	weight_66.json
66	66	3	260	5	262	1	2	1	1	rational	weight_66.json
66	66	3	132	5	262	1	3	1	1	rational	weight_66.json
66	66	3	132	5	262	1	4	1	1	rational	weight_66.json
66	66	3	132	5	262	1	5	1	1	rational	weight_66.json
68	68	3	284	5	382	1	1	1	1	rational	weight_68.json
68	68	3	28	5	382	1	2	1	2	rational	weight_68.json
68	68	3	284	5	382	1	3	1	2	rational	weight_68.json
70	70	3	244	5	310	1	1	1	1	rational	weight_70.json
70	70	3	500	5	310	1	2	1	1	rational	weight_70.json
70	70	3	500	5	310	1	3	1	1	rational	weight_70.json
70	70	3	500	5	310	1	4	1	1	rational	weight_70.json
70	70	3	244	5	310	1	5	1	1	rational	weight_70.json
72	72	3	268	5	46	1	1	1	1	rational	weight_72.json
72	72	3	396	5	46	1	2	1	1	rational	weight_72.json
72	72	3	396	5	46	1	3	1	1	rational	weight_72.json
72	72	3	268	5	46	1	4	1	1	rational	weight_72.json
72	72	3	396	5	46	1	5	1	1	rational	weight_72.json
72	72	3	268	5	46	1	6	1	1	rational	weight_72.json
74	74	3	484	5	102	1	1	1	1	rational	weight_74.json
74	74	3	100	5	102	1	2	1	1	rational	weight_74.json
74	74	3	100	5	102	1	3	1	1	rational	weight_74.json
74	74	3	100	5	102	1	4	1	1	rational	weight_74.json
74	74	3	484	5	102	1	5	1	1	rational	weight_74.json
76	76	3	252	5	478	1	1	1	1	rational	weight_76.json
76	76	3	252	5	478	1	2	1	1	rational	weight_76.json
76	76	3	508	5	478	1	3	1	1	rational	weight_76.json
76	76	3	508	5	478	1	4	1	1	rational	weight_76.json
76	76	3	508	5	478	1	5	1	1	rational	weight_76.json
76	76	3	508	5	478	1	6	1	1	rational	weight_76.json
78	78	3	468	5	150	1	1	2	1	rational	weight_78.json
78	78	3	212	5	150	1	2	1	1	rational	weight_78.json
78	78	3	212	5	150	1	3	1	1	rational	weight_78.json
78	78	3	468	5	150	1	4	1	2	rational	weight_78.json
80	80	3	364	5	142	1	1	1	1	rational	weight_80.json
80	80	3	492	5	142	1	2	1	1	rational	weight_80.json
80	80	3	492	5	142	1	3	1	1	rational	weight_80.json
80	80	3	364	5	142	1	4	1	1	rational	weight_80.json
80	80	3	364	5	142	1	5	1	1	rational	weight_80.json
80	80	3	492	5	142	1	6	1	1	rational	weight_80.json
82	82	3	68	5	454	1	1	1	1	rational	weight_82.json
82	82	3	196	5	454	1	2	1	1	rational	weight_82.json
82	82	3	68	5	454	1	3	1	1	rational	weight_82.json
82	82	3	196	5	454	1	4	1	1	rational	weight_82.json
82	82	3	68	5	454	1	5	1	1	rational	weight_82.json
82	82	3	196	5	454	1	6	1	1	rational	weight_82.json
84	84	3	220	5	62	1	1	1	1	rational	weight_84.json
84	84	3	476	5	62	1	2	2	1	rational	weight_84.json
84	84	3	220	5	62	1	3	1	1	rational	weight_84.json
84	84	3	220	5	62	1	4	1	1	rational	weight_84.json
84	84	3	476	5	62	1	5	1	2	rational	weight_84.json
86	86	3	180	5	502	1	1	1	1	rational	weight_86.json
86	86	3	436	5	502	1	2	1	1	rational	weight_86.json
86	86	3	436	5	502	1	3	1	1	rational	weight_86.json
86	86	3	436	5	502	1	4	1	1	rational	weight_86.json
86	86	3	180	5	502	1	5	1	2	rational	weight_86.json
88	88	3	332	5	238	1	1	1	1	rational	weight_88.json
88	88	3	204	5	238	1	2	1	1	rational	weight_88.json
88	88	3	204	5	238	1	3	1	1	rational	weight_88.json
88	88	3	332	5	238	1	4	1	1	rational	weight_88.json
88	88	3	204	5	238	1	5	1	1	rational	weight_88.json
88	88	3	204	5	238	1	6	1	1	rational	weight_88.json
88	88	3	332	5	238	1	7	1	1	rational	weight_88.json
90	90	3	36	5	294	1	1	1	1	rational	weight_90.json
90	90	3	36	5	294	1	2	1	1	rational	weight_90.json
90	90	3	36	5	294	1	3	1	1	rational	weight_90.json
90	90	3	36	5	294	1	4	1	1	rational	weight_90.json
90	90	3	420	5	294	1	5	1	1	rational	weight_90.json
90	90	3	420	5	294	1	6	1	1	rational	weight_90.json
90	90	3	420	5	294	1	7	1	1	rational	weight_90.json
92	92	3	444	5	158	1	1	1	1	rational	weight_92.json
92	92	3	444	5	158	1	2	1	1	rational	weight_92.json
92	92	3	444	5	158	1	3	1	1	rational	weight_92.json
92	92	3	188	5	158	1	4	1	1	rational	weight_92.json
92	92	3	444	5	158	1	5	1	1	rational	weight_92.json
92	92	3	188	5	158	1	6	1	2	rational	weight_92.json
94	94	3	148	5	342	1	1	2	1	rational	weight_94.json
94	94	3	148	5	342	1	2	1	1	rational	weight_94.json
94	94	3	404	5	342	1	3	1	2	rational	weight_94.json
94	94	3	404	5	342	1	4	1	2	rational	weight_94.json
96	96	3	428	5	334	1	1	1	1	rational	weight_96.json
96	96	3	300	5	334	1	2	1	1	rational	weight_96.json
96	96	3	300	5	334	1	3	1	1	rational	weight_96.json
96	96	3	428	5	334	1	4	1	1	rational	weight_96.json
96	96	3	428	5	334	1	5	1	1	rational	weight_96.json
96	96	3	300	5	334	1	6	1	1	rational	weight_96.json
96	96	3	300	5	334	1	7	1	1	rational	weight_96.json
96	96	3	428	5	334	1	8	1	1	rational	weight_96.json
98	98	3	4	5	134	1	1	1	1	rational	weight_98.json
98	98	3	4	5	134	1	2	1	1	rational	weight_98.json
98	98	3	132	5	134	1	3	1	1	rational	weight_98.json
98	98	3	132	5	134	1	4	1	1	rational	weight_98.json
98	98	3	132	5	134	1	5	1	1	rational	weight_98.json
98	98	3	4	5	134	1	6	1	1	rational	weight_98.json
98	98	3	4	5	134	1	7	1	1	rational	weight_98.json
100	100	3	156	5	254	1	1	2	1	rational	weight_100.json
100	100	3	156	5	254	1	2	1	1	rational	weight_100.json
100	100	3	156	5	254	1	3	1	1	rational	weight_100.json
100	100	3	412	5	254	1	4	1	2	rational	weight_100.json
100	100	3	412	5	254	1	5	1	2	rational	weight_100.json
102	102	3	372	5	182	1	1	1	1	rational	weight_102.json
102	102	3	116	5	182	1	2	1	1	rational	weight_102.json
102	102	3	116	5	182	1	3	1	1	rational	weight_102.json
102	102	3	116	5	182	1	4	1	1	rational	weight_102.json
102	102	3	116	5	182	1	5	1	1	rational	weight_102.json
102	102	3	372	5	182	1	6	1	1	rational	weight_102.json
102	102	3	372	5	182	1	7	1	2	rational	weight_102.json
104	104	3	140	5	430	1	1	1	1	rational	weight_104.json
104	104	3	268	5	430	1	2	1	1	rational	weight_104.json
104	104	3	268	5	430	1	3	1	1	rational	weight_104.json
104	104	3	268	5	430	1	4	1	1	rational	weight_104.json
104	104	3	140	5	430	1	5	1	1	rational	weight_104.json
104	104	3	140	5	430	1	6	1	1	rational	weight_104.json
104	104	3	140	5	430	1	7	1	1	rational	weight_104.json
104	104	3	268	5	430	1	8	1	1	rational	weight_104.json
106	106	3	356	5	486	1	1	1	1	rational	weight_106.json
106	106	3	356	5	486	1	2	1	1	rational	weight_106.json
106	106	3	484	5	486	1	3	1	1	rational	weight_106.json
106	106	3	356	5	486	1	4	1	1	rational	weight_106.json
106	106	3	484	5	486	1	5	1	1	rational	weight_106.json
106	106	3	484	5	486	1	6	1	1	rational	weight_106.json
106	106	3	356	5	486	1	7	1	1	rational	weight_106.json
106	106	3	484	5	486	1	8	1	1	rational	weight_106.json
108	108	3	124	5	350	1	1	1	1	rational	weight_108.json
108	108	3	380	5	350	1	2	1	1	rational	weight_108.json
108	108	3	124	5	350	1	3	1	1	rational	weight_108.json
108	108	3	124	5	350	1	4	1	1	rational	weight_108.json
108	108	3	380	5	350	1	5	1	1	rational	weight_108.json
108	108	3	380	5	350	1	6	1	1	rational	weight_108.json
108	108	3	124	5	350	1	7	1	1	rational	weight_108.json
108	108	3	380	5	350	1	8	1	2	rational	weight_108.json
110	110	3	84	5	22	1	1	1	1	rational	weight_110.json
110	110	3	84	5	22	1	2	1	1	rational	weight_110.json
110	110	3	84	5	22	1	3	1	1	rational	weight_110.json
110	110	3	340	5	22	1	4	2	1	rational	weight_110.json
110	110	3	84	5	22	1	5	1	1	rational	weight_110.json
110	110	3	340	5	22	1	6	1	2	rational	weight_110.json
112	112	3	364	5	14	1	1	1	1	rational	weight_112.json
112	112	3	364	5	14	1	2	1	1	rational	weight_112.json
112	112	3	364	5	14	1	3	1	1	rational	weight_112.json
112	112	3	236	5	14	1	4	1	1	rational	weight_112.json
112	112	3	236	5	14	1	5	1	1	rational	weight_112.json
112	112	3	364	5	14	1	6	1	1	rational	weight_112.json
112	112	3	364	5	14	1	7	1	1	rational	weight_112.json
112	112	3	236	5	14	1	8	1	1	rational	weight_112.json
112	112	3	236	5	14	1	9	1	1	rational	weight_112.json
114	114	3	452	5	326	1	1	1	1	rational	weight_114.json
114	114	3	68	5	326	1	2	1	1	rational	weight_114.json
114	114	3	452	5	326	1	3	1	1	rational	weight_114.json
114	114	3	452	5	326	1	4	1	1	rational	weight_114.json
114	114	3	452	5	326	1	5	1	1	rational	weight_114.json
114	114	3	452	5	326	1	6	1	1	rational	weight_114.json
114	114	3	68	5	326	1	7	1	1	rational	weight_114.json
114	114	3	68	5	326	1	8	1	1	rational	weight_114.json
114	114	3	68	5	326	1	9	1	1	rational	weight_114.json
116	116	3	92	5	446	1	1	1	1	rational	weight_116.json
116	116	3	92	5	446	1	2	1	1	rational	weight_116.json
116	116	3	92	5	446	1	3	1	1	rational	weight_116.json
116	116	3	348	5	446	1	4	2	1	rational	weight_116.json
116	116	3	92	5	446	1	5	1	1	rational	weight_116.json
116	116	3	92	5	446	1	6	1	1	rational	weight_116.json
116	116	3	348	5	446	1	7	1	2	rational	weight_116.json
118	118	3	308	5	374	1	1	1	1	rational	weight_118.json
118	118	3	52	5	374	1	2	1	1	rational	weight_118.json
118	118	3	52	5	374	1	3	1	1	rational	weight_118.json
118	118	3	52	5	374	1	4	1	1	rational	weight_118.json
118	118	3	52	5	374	1	5	1	1	rational	weight_118.json
118	118	3	308	5	374	1	6	1	1	rational	weight_118.json
118	118	3	308	5	374	1	7	1	1	rational	weight_118.json
118	118	3	308	5	374	1	8	1	1	rational	weight_118.json
118	118	3	308	5	374	1	9	1	1	rational	weight_118.json
120	120	3	76	5	110	1	1	1	1	rational	weight_120.json
120	120	3	204	5	110	1	2	1	1	rational	weight_120.json
120	120	3	76	5	110	1	3	1	1	rational	weight_120.json
120	120	3	204	5	110	1	4	1	1	rational	weight_120.json
120	120	3	204	5	110	1	5	1	1	rational	weight_120.json
120	120	3	76	5	110	1	6	1	1	rational	weight_120.json
120	120	3	204	5	110	1	7	1	1	rational	weight_120.json
120	120	3	76	5	110	1	8	1	1	rational	weight_120.json
120	120	3	204	5	110	1	9	1	1	rational	weight_120.json
120	120	3	76	5	110	1	10	1	1	rational	weight_120.json
122	122	3	420	5	166	1	1	1	1	rational	weight_122.json
122	122	3	292	5	166	1	2	1	1	rational	weight_122.json
122	122	3	420	5	166	1	3	1	1	rational	weight_122.json
122	122	3	292	5	166	1	4	1	1	rational	weight_122.json
122	122	3	420	5	166	1	5	1	1	rational	weight_122.json
122	122	3	292	5	166	1	6	1	1	rational	weight_122.json
122	122	3	420	5	166	1	7	1	1	rational	weight_122.json
122	122	3	420	5	166	1	8	1	1	rational	weight_122.json
122	122	3	292	5	166	1	9	1	1	rational	weight_122.json
124	124	3	316	5	30	1	1	1	1	rational	weight_124.json
124	124	3	316	5	30	1	2	1	1	rational	weight_124.json
124	124	3	316	5	30	1	3	1	1	rational	weight_124.json
124	124	3	60	5	30	1	4	1	1	rational	weight_124.json
124	124	3	316	5	30	1	5	1	1	rational	weight_124.json
124	124	3	316	5	30	1	6	1	1	rational	weight_124.json
124	124	3	60	5	30	1	7	1	1	rational	weight_124.json
124	124	3	316	5	30	1	8	1	1	rational	weight_124.json
124	124	3	60	5	30	1	9	1	1	rational	weight_124.json
124	124	3	60	5	30	1	10	1	1	rational	weight_124.json
126	126	3	20	5	214	1	1	1	2	rational	weight_126.json
126	126	3	276	5	214	1	2	1	2	rational	weight_126.json
126	126	3	20	5	214	1	3	1	2	rational	weight_126.json
126	126	3	276	5	214	1	4	1	2	rational	weight_126.json
126	126	3	276	5	214	1	5	1	2	rational	weight_126.json
128	128	3	300	5	206	1	1	1	1	rational	weight_128.json
128	128	3	172	5	206	1	2	1	1	rational	weight_128.json
128	128	3	300	5	206	1	3	1	1	rational	weight_128.json
128	128	3	172	5	206	1	4	1	1	rational	weight_128.json
128	128	3	300	5	206	1	5	1	1	rational	weight_128.json
128	128	3	172	5	206	1	6	1	1	rational	weight_128.json
128	128	3	300	5	206	1	7	1	1	rational	weight_128.json
128	128	3	300	5	206	1	8	1	1	rational	weight_128.json
128	128	3	172	5	206	1	9	1	1	rational	weight_128.json
128	128	3	172	5	206	1	10	1	1	rational	weight_128.json
130	130	3	388	5	6	1	1	1	1	rational	weight_130.json
130	130	3	388	5	6	1	2	1	1	rational	weight_130.json
130	130	3	388	5	6	1	3	1	1	rational	weight_130.json
130	130	3	4	5	6	1	4	1	1	rational	weight_130.json
130	130	3	388	5	6	1	5	1	1	rational	weight_130.json
130	130	3	4	5	6	1	6	1	1	rational	weight_130.json
130	130	3	4	5	6	1	7	1	1	rational	weight_130.json
130	130	3	4	5	6	1	8	1	1	rational	weight_130.json
130	130	3	4	5	6	1	9	1	1	rational	weight_130.json
130	130	3	388	5	6	1	10	1	1	rational	weight_130.json
132	132	3	28	5	126	1	1	1	1	rational	weight_132.json
132	132	3	284	5	126	1	2	1	2	rational	weight_132.json
132	132	3	284	5	126	1	3	1	2	rational	weight_132.json
132	132	3	28	5	126	1	4	1	2	rational	weight_132.json
132	132	3	28	5	126	1	5	1	2	rational	weight_132.json
132	132	3	284	5	126	1	6	1	2	rational	weight_132.json
134	134	3	244	5	54	1	1	1	1	rational	weight_134.json
134	134	3	244	5	54	1	2	1	1	rational	weight_134.json
134	134	3	244	5	54	1	3	1	1	rational	weight_134.json
134	134	3	500	5	54	1	4	1	1	rational	weight_134.json
134	134	3	500	5	54	1	5	1	1	rational	weight_134.json
134	134	3	500	5	54	1	6	1	1	rational	weight_134.json
134	134	3	500	5	54	1	7	1	1	rational	weight_134.json
134	134	3	244	5	54	1	8	1	1	rational	weight_134.json
134	134	3	244	5	54	1	9	1	1	rational	weight_134.json
134	134	3	500	5	54	1	10	1	1	rational	weight_134.json
136	136	3	140	5	302	1	1	1	1	rational	weight_136.json
136	136	3	12	5	302	1	2	1	1	rational	weight_136.json
136	136	3	12	5	302	1	3	1	1	rational	weight_136.json
136	136	3	12	5	302	1	4	1	1	rational	weight_136.json
136	136	3	12	5	302	1	5	1	1	rational	weight_136.json
136	136	3	140	5	302	1	6	1	1	rational	weight_136.json
136	136	3	140	5	302	1	7	1	1	rational	weight_136.json
136	136	3	140	5	302	1	8	1	1	rational	weight_136.json
136	136	3	12	5	302	1	9	1	1	rational	weight_136.json
136	136	3	140	5	302	1	10	1	1	rational	weight_136.json
136	136	3	12	5	302	1	11	1	1	rational	weight_136.json
138	138	3	356	5	358	1	1	1	1	rational	weight_138.json
138	138	3	356	5	358	1	2	1	1	rational	weight_138.json
138	138	3	228	5	358	1	3	1	1	rational	weight_138.json
138	138	3	356	5	358	1	4	1	1	rational	weight_138.json
138	138	3	356	5	358	1	5	1	1	rational	weight_138.json
138	138	3	228	5	358	1	6	1	1	rational	weight_138.json
138	138	3	228	5	358	1	7	1	1	rational	weight_138.json
138	138	3	356	5	358	1	8	1	1	rational	weight_138.json
138	138	3	356	5	358	1	9	1	1	rational	weight_138.json
138	138	3	228	5	358	1	10	1	1	rational	weight_138.json
138	138	3	228	5	358	1	11	1	1	rational	weight_138.json
140	140	3	252	5	222	1	1	1	1	rational	weight_140.json
140	140	3	252	5	222	1	2	1	1	rational	weight_140.json
140	140	3	252	5	222	1	3	1	1	rational	weight_140.json
140	140	3	508	5	222	1	4	1	1	rational	weight_140.json
140	140	3	252	5	222	1	5	1	1	rational	weight_140.json
140	140	3	508	5	222	1	6	1	1	rational	weight_140.json
140	140	3	508	5	222	1	7	1	1	rational	weight_140.json
140	140	3	508	5	222	1	8	1	1	rational	weight_140.json
140	140	3	508	5	222	1	9	1	1	rational	weight_140.json
140	140	3	252	5	222	1	10	1	1	rational	weight_140.json
140	140	3	252	5	222	1	11	1	1	rational	weight_140.json
142	142	3	212	5	406	1	1	1	1	rational	weight_142.json
142	142	3	468	5	406	1	2	1	1	rational	weight_142.json
142	142	3	468	5	406	1	3	1	1	rational	weight_142.json
142	142	3	468	5	406	1	4	1	1	rational	weight_142.json
142	142	3	212	5	406	1	5	2	1	rational	weight_142.json
142	142	3	468	5	406	1	6	1	1	rational	weight_142.json
142	142	3	212	5	406	1	7	1	1	rational	weight_142.json
142	142	3	468	5	406	1	8	1	1	rational	weight_142.json
142	142	3	212	5	406	1	9	1	2	rational	weight_142.json
144	144	3	236	5	398	1	1	1	1	rational	weight_144.json
144	144	3	108	5	398	1	2	1	1	rational	weight_144.json
144	144	3	108	5	398	1	3	1	1	rational	weight_144.json
144	144	3	108	5	398	1	4	1	1	rational	weight_144.json
144	144	3	108	5	398	1	5	1	1	rational	weight_144.json
144	144	3	236	5	398	1	6	1	1	rational	weight_144.json
144	144	3	236	5	398	1	7	1	1	rational	weight_144.json
144	144	3	236	5	398	1	8	1	1	rational	weight_144.json
144	144	3	236	5	398	1	9	1	1	rational	weight_144.json
144	144	3	236	5	398	1	10	1	1	rational	weight_144.json
144	144	3	108	5	398	1	11	1	1	rational	weight_144.json
144	144	3	108	5	398	1	12	1	1	rational	weight_144.json
146	146	3	452	5	198	1	1	1	1	rational	weight_146.json
146	146	3	324	5	198	1	2	1	1	rational	weight_146.json
146	146	3	452	5	198	1	3	1	1	rational	weight_146.json
146	146	3	452	5	198	1	4	1	1	rational	weight_146.json
146	146	3	452	5	198	1	5	1	1	rational	weight_146.json
146	146	3	452	5	198	1	6	1	1	rational	weight_146.json
146	146	3	324	5	198	1	7	1	1	rational	weight_146.json
146	146	3	324	5	198	1	8	1	1	rational	weight_146.json
146	146	3	324	5	198	1	9	1	1	rational	weight_146.json
146	146	3	324	5	198	1	10	1	1	rational	weight_146.json
146	146	3	324	5	198	1	11	1	1	rational	weight_146.json
148	148	3	220	5	318	1	1	2	1	rational	weight_148.json
148	148	3	220	5	318	1	2	1	1	rational	weight_148.json
148	148	3	476	5	318	1	3	1	1	rational	weight_148.json
148	148	3	476	5	318	1	4	1	1	rational	weight_148.json
148	148	3	220	5	318	1	5	1	1	rational	weight_148.json
148	148	3	476	5	318	1	6	1	1	rational	weight_148.json
148	148	3	476	5	318	1	7	1	1	rational	weight_148.json
148	148	3	476	5	318	1	8	1	1	rational	weight_148.json
148	148	3	476	5	318	1	9	1	1	rational	weight_148.json
148	148	3	220	5	318	1	10	1	2	rational	weight_148.json
150	150	3	180	5	246	1	1	1	1	rational	weight_150.json
150	150	3	436	5	246	1	2	1	1	rational	weight_150.json
150	150	3	180	5	246	1	3	1	1	rational	weight_150.json
150	150	3	436	5	246	1	4	2	1	rational	weight_150.json
150	150	3	180	5	246	1	5	1	1	rational	weight_150.json
150	150	3	180	5	246	1	6	1	1	rational	weight_150.json
150	150	3	180	5	246	1	7	1	1	rational	weight_150.json
150	150	3	436	5	246	1	8	1	1	rational	weight_150.json
150	150	3	180	5	246	1	9	1	1	rational	weight_150.json
150	150	3	436	5	246	1	10	1	2	rational	weight_150.json
152	152	3	76	5	494	1	1	1	1	rational	weight_152.json
152	152	3	76	5	494	1	2	1	1	rational	weight_152.json
152	152	3	460	5	494	1	3	1	1	rational	weight_152.json
152	152	3	460	5	494	1	4	1	1	rational	weight_152.json
152	152	3	460	5	494	1	5	1	1	rational	weight_152.json
152	152	3	76	5	494	1	6	1	1	rational	weight_152.json
152	152	3	460	5	494	1	7	1	1	rational	weight_152.json
152	152	3	460	5	494	1	8	1	1	rational	weight_152.json
152	152	3	460	5	494	1	9	1	1	rational	weight_152.json
152	152	3	76	5	494	1	10	1	1	rational	weight_152.json
152	152	3	76	5	494	1	11	1	1	rational	weight_152.json
152	152	3	76	5	494	1	12	1	1	rational	weight_152.json
154	154	3	164	5	38	1	1	1	1	rational	weight_154.json
154	154	3	292	5	38	1	2	1	1	rational	weight_154.json
154	154	3	164	5	38	1	3	1	1	rational	weight_154.json
154	154	3	292	5	38	1	4	1	1	rational	weight_154.json
154	154	3	164	5	38	1	5	1	1	rational	weight_154.json
154	154	3	292	5	38	1	6	1	1	rational	weight_154.json
154	154	3	292	5	38	1	7	1	1	rational	weight_154.json
154	154	3	292	5	38	1	8	1	1	rational	weight_154.json
154	154	3	292	5	38	1	9	1	1	rational	weight_154.json
154	154	3	164	5	38	1	10	1	1	rational	weight_154.json
154	154	3	164	5	38	1	11	1	2	rational	weight_154.json
156	156	3	188	5	414	1	1	1	1	rational	weight_156.json
156	156	3	188	5	414	1	2	1	1	rational	weight_156.json
156	156	3	188	5	414	1	3	1	1	rational	weight_156.json
156	156	3	188	5	414	1	4	1	1	rational	weight_156.json
156	156	3	444	5	414	1	5	1	1	rational	weight_156.json
156	156	3	444	5	414	1	6	2	1	rational	weight_156.json
156	156	3	188	5	414	1	7	1	1	rational	weight_156.json
156	156	3	188	5	414	1	8	1	1	rational	weight_156.json
156	156	3	444	5	414	1	9	1	1	rational	weight_156.json
156	156	3	188	5	414	1	10	1	1	rational	weight_156.json
156	156	3	444	5	414	1	11	1	2	rational	weight_156.json
158	158	3	404	5	86	1	1	2	1	rational	weight_158.json
158	158	3	404	5	86	1	2	1	1	rational	weight_158.json
158	158	3	404	5	86	1	3	1	1	rational	weight_158.json
158	158	3	148	5	86	1	4	1	2	rational	weight_158.json
158	158	3	148	5	86	1	5	1	2	rational	weight_158.json
158	158	3	148	5	86	1	6	1	2	rational	weight_158.json
158	158	3	404	5	86	1	7	1	2	rational	weight_158.json
160	160	3	172	5	78	1	1	1	1	rational	weight_160.json
160	160	3	44	5	78	1	2	1	1	rational	weight_160.json
160	160	3	44	5	78	1	3	1	1	rational	weight_160.json
160	160	3	44	5	78	1	4	1	1	rational	weight_160.json
160	160	3	44	5	78	1	5	1	1	rational	weight_160.json
160	160	3	172	5	78	1	6	1	1	rational	weight_160.json
160	160	3	172	5	78	1	7	1	1	rational	weight_160.json
160	160	3	172	5	78	1	8	1	1	rational	weight_160.json
160	160	3	44	5	78	1	9	1	1	rational	weight_160.json
160	160	3	44	5	78	1	10	1	1	rational	weight_160.json
160	160	3	172	5	78	1	11	1	1	rational	weight_160.json
160	160	3	172	5	78	1	12	1	2	rational	weight_160.json
162	162	3	388	5	390	1	1	1	1	rational	weight_162.json
162	162	3	260	5	390	1	2	1	1	rational	weight_162.json
162	162	3	388	5	390	1	3	1	1	rational	weight_162.json
162	162	3	388	5	390	1	4	1	1	rational	weight_162.json
162	162	3	388	5	390	1	5	1	1	rational	weight_162.json
162	162	3	260	5	390	1	6	1	1	rational	weight_162.json
162	162	3	260	5	390	1	7	1	1	rational	weight_162.json
162	162	3	388	5	390	1	8	1	1	rational	weight_162.json
162	162	3	260	5	390	1	9	1	1	rational	weight_162.json
162	162	3	260	5	390	1	10	1	1	rational	weight_162.json
162	162	3	388	5	390	1	11	1	1	rational	weight_162.json
162	162	3	260	5	390	1	12	1	2	rational	weight_162.json
164	164	3	412	5	510	1	1	1	1	rational	weight_164.json
164	164	3	412	5	510	1	2	2	1	rational	weight_164.json
164	164	3	412	5	510	1	3	1	1	rational	weight_164.json
164	164	3	412	5	510	1	4	1	1	rational	weight_164.json
164	164	3	156	5	510	1	5	1	2	rational	weight_164.json
164	164	3	412	5	510	1	6	1	2	rational	weight_164.json
164	164	3	156	5	510	1	7	1	2	rational	weight_164.json
164	164	3	156	5	510	1	8	1	2	rational	weight_164.json
